"year","county_name","county_fips","party","totalvotes","ratio"
2020,"GOOCHLAND",51075,"REPUBLICAN",16952,0.26828692779613
2020,"GOOCHLAND",51075,"REPUBLICAN",16952,0.00147475224162341
2020,"GRAYSON",51077,"DEMOCRAT",8131,0.121387283236994
2020,"GRAYSON",51077,"DEMOCRAT",8131,0.0669044397983028
2020,"GRAYSON",51077,"DEMOCRAT",8131,0.000491944410281638
2020,"GRAYSON",51077,"REPUBLICAN",8131,0.263928176116099
2020,"GRAYSON",51077,"REPUBLICAN",8131,0.536957323822408
2020,"GRAYSON",51077,"REPUBLICAN",8131,0.00209076374369696
2020,"GREENE",51079,"DEMOCRAT",11313,0.295500751348007
2020,"GREENE",51079,"DEMOCRAT",11313,0.0715106514629188
2020,"GREENE",51079,"DEMOCRAT",11313,0.000972332714576151
2020,"GREENE",51079,"REPUBLICAN",11313,0.314505436223813
2020,"GREENE",51079,"REPUBLICAN",11313,0.290904269424556
2020,"GREENE",51079,"REPUBLICAN",11313,0.00150269601343587
2020,"GREENSVILLE",51081,"DEMOCRAT",4574,0.295802361171841
2020,"GREENSVILLE",51081,"DEMOCRAT",4574,0.278530826410144
2020,"GREENSVILLE",51081,"DEMOCRAT",4574,0
2020,"GREENSVILLE",51081,"REPUBLICAN",4574,0.143856580673371
2020,"GREENSVILLE",51081,"REPUBLICAN",4574,0.274595540008745
2020,"GREENSVILLE",51081,"REPUBLICAN",4574,0
2020,"HALIFAX",51083,"DEMOCRAT",18248,0.304197720298115
2020,"HALIFAX",51083,"DEMOCRAT",18248,0.114916703200351
2020,"HALIFAX",51083,"DEMOCRAT",18248,0.000986409469530908
2020,"HALIFAX",51083,"REPUBLICAN",18248,0.265453748355984
2020,"HALIFAX",51083,"REPUBLICAN",18248,0.304636124506795
2020,"HALIFAX",51083,"REPUBLICAN",18248,0.000822007891275756
2020,"HANOVER",51085,"DEMOCRAT",70988,0.268298867414211
2020,"HANOVER",51085,"DEMOCRAT",70988,0.0866061869611765
2020,"HANOVER",51085,"DEMOCRAT",70988,0.00159181833549332
2020,"HANOVER",51085,"REPUBLICAN",70988,0.333971938919254
2020,"HANOVER",51085,"REPUBLICAN",70988,0.289274243534118
2020,"HANOVER",51085,"REPUBLICAN",70988,0.00105651659435398
2020,"HENRICO",51087,"DEMOCRAT",183299,0.44497242210814
2020,"HENRICO",51087,"DEMOCRAT",183299,0.18709321927561
2020,"HENRICO",51087,"DEMOCRAT",183299,0.00390073050043917
2020,"HENRICO",51087,"REPUBLICAN",183299,0.148915160475507
2020,"HENRICO",51087,"REPUBLICAN",183299,0.195434781422703
2020,"HENRICO",51087,"REPUBLICAN",183299,0.00175123704984752
2020,"HENRY",51089,"DEMOCRAT",26105,0.244972227542616
2020,"HENRY",51089,"DEMOCRAT",26105,0.102087722658495
2020,"HENRY",51089,"DEMOCRAT",26105,0.00256655813062632
2020,"HENRY",51089,"REPUBLICAN",26105,0.264738555832216
2020,"HENRY",51089,"REPUBLICAN",26105,0.373223520398391
2020,"HENRY",51089,"REPUBLICAN",26105,0.00271978548170848
2020,"HIGHLAND",51091,"DEMOCRAT",1533,0.151989562948467
2020,"HIGHLAND",51091,"DEMOCRAT",1533,0.120026092628832
2020,"HIGHLAND",51091,"DEMOCRAT",1533,0
2020,"HIGHLAND",51091,"REPUBLICAN",1533,0.154598825831703
2020,"HIGHLAND",51091,"REPUBLICAN",1533,0.556425309849967
2020,"HIGHLAND",51091,"REPUBLICAN",1533,0.00130463144161774
2020,"ISLE OF WIGHT",51093,"DEMOCRAT",23456,0.293784106412005
2020,"ISLE OF WIGHT",51093,"DEMOCRAT",23456,0.104664051841746
2020,"ISLE OF WIGHT",51093,"DEMOCRAT",23456,0.00225954979536153
2020,"ISLE OF WIGHT",51093,"REPUBLICAN",23456,0.27656036834925
2020,"ISLE OF WIGHT",51093,"REPUBLICAN",23456,0.305849249658936
2020,"ISLE OF WIGHT",51093,"REPUBLICAN",23456,0.00196111869031378
2020,"JAMES CITY",51095,"DEMOCRAT",49639,0.440822740184129
2020,"JAMES CITY",51095,"DEMOCRAT",49639,0.0709925663288946
2020,"JAMES CITY",51095,"DEMOCRAT",49639,0.00296138117206229
2020,"JAMES CITY",51095,"REPUBLICAN",49639,0.29627913535728
2020,"JAMES CITY",51095,"REPUBLICAN",49639,0.168919599508451
2020,"JAMES CITY",51095,"REPUBLICAN",49639,0.0012288724591551
2020,"KING AND QUEEN",51097,"DEMOCRAT",4115,0.239125151883354
2020,"KING AND QUEEN",51097,"DEMOCRAT",4115,0.146051032806804
2020,"KING AND QUEEN",51097,"DEMOCRAT",4115,0.00121506682867558
2020,"KING AND QUEEN",51097,"REPUBLICAN",4115,0.215552855407047
2020,"KING AND QUEEN",51097,"REPUBLICAN",4115,0.37910085054678
2020,"KING AND QUEEN",51097,"REPUBLICAN",4115,0.000729040097205346
2020,"KING GEORGE",51099,"DEMOCRAT",14227,0.307584170942574
2020,"KING GEORGE",51099,"DEMOCRAT",14227,0.0712729317494904
2020,"KING GEORGE",51099,"DEMOCRAT",14227,0.000984044422576791
2020,"KING GEORGE",51099,"REPUBLICAN",14227,0.364237014128066
2020,"KING GEORGE",51099,"REPUBLICAN",14227,0.228509172699796
2020,"KING GEORGE",51099,"REPUBLICAN",14227,0.000913755535249877
2020,"KING WILLIAM",51101,"DEMOCRAT",10737,0.191301108317035
2020,"KING WILLIAM",51101,"DEMOCRAT",10737,0.109341529291236
2020,"KING WILLIAM",51101,"DEMOCRAT",10737,0.00298034832821086
2020,"KING WILLIAM",51101,"REPUBLICAN",10737,0.254726646176772
2020,"KING WILLIAM",51101,"REPUBLICAN",10737,0.423675142032225
2020,"KING WILLIAM",51101,"REPUBLICAN",10737,0.00335289186923722
2020,"LANCASTER",51103,"DEMOCRAT",7152,0.346476510067114
2020,"LANCASTER",51103,"DEMOCRAT",7152,0.124021252796421
2020,"LANCASTER",51103,"DEMOCRAT",7152,0.000419463087248322
2020,"LANCASTER",51103,"REPUBLICAN",7152,0.23587807606264
2020,"LANCASTER",51103,"REPUBLICAN",7152,0.281040268456376
2020,"LANCASTER",51103,"REPUBLICAN",7152,0
2020,"LEE",51105,"DEMOCRAT",9947,0.0765054790389062
2020,"LEE",51105,"DEMOCRAT",9947,0.0727857645521263
2020,"LEE",51105,"DEMOCRAT",9947,0.000402131295868101
2020,"LEE",51105,"REPUBLICAN",9947,0.222579672262994
2020,"LEE",51105,"REPUBLICAN",9947,0.617874736101337
2020,"LEE",51105,"REPUBLICAN",9947,0.000502664119835126
2020,"LOUDOUN",51107,"DEMOCRAT",224976,0.485985171751654
2020,"LOUDOUN",51107,"DEMOCRAT",224976,0.126644619870564
2020,"LOUDOUN",51107,"DEMOCRAT",224976,0.00242248062015504
2020,"LOUDOUN",51107,"REPUBLICAN",224976,0.196874333262215
2020,"LOUDOUN",51107,"REPUBLICAN",224976,0.166884467676552
2020,"LOUDOUN",51107,"REPUBLICAN",224976,0.00111567456084205
2020,"LOUISA",51109,"DEMOCRAT",21916,0.277970432560686
2020,"LOUISA",51109,"DEMOCRAT",21916,0.0974174119364848
2020,"LOUISA",51109,"DEMOCRAT",21916,0.00191640810366855
2020,"LOUISA",51109,"REPUBLICAN",21916,0.242425625114072
2020,"LOUISA",51109,"REPUBLICAN",21916,0.362748676765833
2020,"LOUISA",51109,"REPUBLICAN",21916,0.00141449169556488
2020,"LUNENBURG",51111,"DEMOCRAT",6002,0.249083638787071
2020,"LUNENBURG",51111,"DEMOCRAT",6002,0.151782739086971
2020,"LUNENBURG",51111,"DEMOCRAT",6002,0.00199933355548151
2020,"LUNENBURG",51111,"REPUBLICAN",6002,0.225591469510163
2020,"LUNENBURG",51111,"REPUBLICAN",6002,0.363378873708764
2020,"LUNENBURG",51111,"REPUBLICAN",6002,0.000333222259246918
2020,"MADISON",51113,"DEMOCRAT",8133,0.234968646255994
2020,"MADISON",51113,"DEMOCRAT",8133,0.0957826140415591
2020,"MADISON",51113,"DEMOCRAT",8133,0.000983646870773392
2020,"MADISON",51113,"REPUBLICAN",8133,0.228206074019427
2020,"MADISON",51113,"REPUBLICAN",8133,0.423091110291405
2020,"MADISON",51113,"REPUBLICAN",8133,0.000368867576540022
2020,"MATHEWS",51115,"DEMOCRAT",5829,0.267798936352719
2020,"MATHEWS",51115,"DEMOCRAT",5829,0.0449476754160233
2020,"MATHEWS",51115,"DEMOCRAT",5829,0.000343112026076514
2020,"MATHEWS",51115,"REPUBLICAN",5829,0.449305198147195
2020,"MATHEWS",51115,"REPUBLICAN",5829,0.219077028649854
2020,"MATHEWS",51115,"REPUBLICAN",5829,0.000857780065191285
2020,"MECKLENBURG",51117,"DEMOCRAT",16207,0.256062195347689
2020,"MECKLENBURG",51117,"DEMOCRAT",16207,0.161473437403591
2020,"MECKLENBURG",51117,"DEMOCRAT",16207,0.00222126241747393
2020,"MECKLENBURG",51117,"REPUBLICAN",16207,0.253655827728759
2020,"MECKLENBURG",51117,"REPUBLICAN",16207,0.316714999691491
2020,"MECKLENBURG",51117,"REPUBLICAN",16207,0.00135743814401185
2020,"MIDDLESEX",51119,"DEMOCRAT",6785,0.263522476050111
2020,"MIDDLESEX",51119,"DEMOCRAT",6785,0.102579218865144
2020,"MIDDLESEX",51119,"DEMOCRAT",6785,0.00103168754605748
2020,"MIDDLESEX",51119,"REPUBLICAN",6785,0.245246868091378
2020,"MIDDLESEX",51119,"REPUBLICAN",6785,0.371407516580693
2020,"MIDDLESEX",51119,"REPUBLICAN",6785,0.00176860722181282
2020,"MONTGOMERY",51121,"DEMOCRAT",45037,0.410751160157204
2020,"MONTGOMERY",51121,"DEMOCRAT",45037,0.103337256033928
2020,"MONTGOMERY",51121,"DEMOCRAT",45037,0.00144325776583698
2020,"MONTGOMERY",51121,"REPUBLICAN",45037,0.210471390190288
2020,"MONTGOMERY",51121,"REPUBLICAN",45037,0.246663854164354
2020,"MONTGOMERY",51121,"REPUBLICAN",45037,0.000910362590758709
2020,"NELSON",51125,"DEMOCRAT",9318,0.343850611719253
2020,"NELSON",51125,"DEMOCRAT",9318,0.119875509766044
2020,"NELSON",51125,"DEMOCRAT",9318,0.000643915003219575
2020,"NELSON",51125,"REPUBLICAN",9318,0.163661729984975
2020,"NELSON",51125,"REPUBLICAN",9318,0.351899549259498
2020,"NELSON",51125,"REPUBLICAN",9318,0.0008585533376261
2020,"NEW KENT",51127,"DEMOCRAT",14471,0.217193006703061
2020,"NEW KENT",51127,"DEMOCRAT",14471,0.100269504526294
2020,"NEW KENT",51127,"DEMOCRAT",14471,0.00186580056665054
2020,"NEW KENT",51127,"REPUBLICAN",14471,0.206551033100684
2020,"NEW KENT",51127,"REPUBLICAN",14471,0.45684472393062
2020,"NEW KENT",51127,"REPUBLICAN",14471,0.00214221546541359
2020,"NORTHAMPTON",51131,"DEMOCRAT",6732,0.418003565062389
2020,"NORTHAMPTON",51131,"DEMOCRAT",6732,0.124777183600713
2020,"NORTHAMPTON",51131,"DEMOCRAT",6732,0.00193107546048723
2020,"NORTHAMPTON",51131,"REPUBLICAN",6732,0.241087344028521
2020,"NORTHAMPTON",51131,"REPUBLICAN",6732,0.196821152703506
2020,"NORTHAMPTON",51131,"REPUBLICAN",6732,0.00103980986333928
2020,"NORTHUMBERLAND",51133,"DEMOCRAT",7815,0.315674984005118
2020,"NORTHUMBERLAND",51133,"DEMOCRAT",7815,0.0989123480486244
2020,"NORTHUMBERLAND",51133,"DEMOCRAT",7815,0.00153550863723608
2020,"NORTHUMBERLAND",51133,"REPUBLICAN",7815,0.290339091490723
2020,"NORTHUMBERLAND",51133,"REPUBLICAN",7815,0.28253358925144
2020,"NORTHUMBERLAND",51133,"REPUBLICAN",7815,0.00102367242482406
2020,"NOTTOWAY",51135,"DEMOCRAT",7078,0.27479513987002
2020,"NOTTOWAY",51135,"DEMOCRAT",7078,0.144956202317039
2020,"NOTTOWAY",51135,"DEMOCRAT",7078,0
2020,"NOTTOWAY",51135,"REPUBLICAN",7078,0.278044645380051
2020,"NOTTOWAY",51135,"REPUBLICAN",7078,0.290901384571913
2020,"NOTTOWAY",51135,"REPUBLICAN",7078,0
2020,"ORANGE",51137,"DEMOCRAT",20754,0.265490989688735
2020,"ORANGE",51137,"DEMOCRAT",20754,0.118194083068324
2020,"ORANGE",51137,"DEMOCRAT",20754,0.00154187144646815
2020,"ORANGE",51137,"REPUBLICAN",20754,0.204876168449456
2020,"ORANGE",51137,"REPUBLICAN",20754,0.392647200539655
2020,"ORANGE",51137,"REPUBLICAN",20754,0.00120458706755324
2020,"PAGE",51139,"DEMOCRAT",12514,0.171727665015183
2020,"PAGE",51139,"DEMOCRAT",12514,0.0665654466996963
2020,"PAGE",51139,"DEMOCRAT",12514,0.00199776250599329
2020,"PAGE",51139,"REPUBLICAN",12514,0.231340898194023
2020,"PAGE",51139,"REPUBLICAN",12514,0.513105322039316
2020,"PAGE",51139,"REPUBLICAN",12514,0.00231740450695221
2020,"PATRICK",51141,"DEMOCRAT",9535,0.125537493445202
2020,"PATRICK",51141,"DEMOCRAT",9535,0.0789722076560042
2020,"PATRICK",51141,"DEMOCRAT",9535,0.000419507079181961
2020,"PATRICK",51141,"REPUBLICAN",9535,0.255794441531201
2020,"PATRICK",51141,"REPUBLICAN",9535,0.52836916622968
2020,"PATRICK",51141,"REPUBLICAN",9535,0.000839014158363922
2020,"PITTSYLVANIA",51143,"DEMOCRAT",34227,0.187395915505303
2020,"PITTSYLVANIA",51143,"DEMOCRAT",34227,0.106348788967774
2020,"PITTSYLVANIA",51143,"DEMOCRAT",34227,0.00178221871621819
2020,"PITTSYLVANIA",51143,"REPUBLICAN",34227,0.338621556081456
2020,"PITTSYLVANIA",51143,"REPUBLICAN",34227,0.353638940018114
2020,"PITTSYLVANIA",51143,"REPUBLICAN",34227,0.0016653519151547
2020,"POWHATAN",51145,"DEMOCRAT",19733,0.191607966350783
2020,"POWHATAN",51145,"DEMOCRAT",19733,0.0774337404348046
2020,"POWHATAN",51145,"DEMOCRAT",19733,0.000557441848679876
2020,"POWHATAN",51145,"REPUBLICAN",19733,0.312268788324127
2020,"POWHATAN",51145,"REPUBLICAN",19733,0.399077687123093
2020,"POWHATAN",51145,"REPUBLICAN",19733,0.00091217757056707
2020,"PRINCE EDWARD",51147,"DEMOCRAT",9575,0.318328981723238
2020,"PRINCE EDWARD",51147,"DEMOCRAT",9575,0.198120104438642
2020,"PRINCE EDWARD",51147,"DEMOCRAT",9575,0.0029242819843342
2020,"PRINCE EDWARD",51147,"REPUBLICAN",9575,0.189033942558747
2020,"PRINCE EDWARD",51147,"REPUBLICAN",9575,0.273629242819843
2020,"PRINCE EDWARD",51147,"REPUBLICAN",9575,0.000417754569190601
2020,"PRINCE GEORGE",51149,"DEMOCRAT",17439,0.292505304203223
2020,"PRINCE GEORGE",51149,"DEMOCRAT",17439,0.114800160559665
2020,"PRINCE GEORGE",51149,"DEMOCRAT",17439,0
2020,"PRINCE GEORGE",51149,"REPUBLICAN",17439,0.291301106714835
2020,"PRINCE GEORGE",51149,"REPUBLICAN",17439,0.288032570674924
2020,"PRINCE GEORGE",51149,"REPUBLICAN",17439,0
2020,"PRINCE WILLIAM",51153,"DEMOCRAT",228267,0.5009484507178
2020,"PRINCE WILLIAM",51153,"DEMOCRAT",228267,0.120893515050358
2020,"PRINCE WILLIAM",51153,"DEMOCRAT",228267,0.00401722544213574
2020,"PRINCE WILLIAM",51153,"REPUBLICAN",228267,0.231689206061323
2020,"PRINCE WILLIAM",51153,"REPUBLICAN",228267,0.122396141360775
2020,"PRINCE WILLIAM",51153,"REPUBLICAN",228267,0.00173481055080235
2020,"PULASKI",51155,"DEMOCRAT",17386,0.202806856091108
2020,"PULASKI",51155,"DEMOCRAT",17386,0.0786264810767284
2020,"PULASKI",51155,"DEMOCRAT",17386,0.00184056137121822
2020,"PULASKI",51155,"REPUBLICAN",17386,0.304842977108018
2020,"PULASKI",51155,"REPUBLICAN",17386,0.390141493155412
2020,"PULASKI",51155,"REPUBLICAN",17386,0.00253077188542505
2020,"RAPPAHANNOCK",51157,"DEMOCRAT",4979,0.295240008033742
2020,"RAPPAHANNOCK",51157,"DEMOCRAT",4979,0.122313717613979
2020,"RAPPAHANNOCK",51157,"DEMOCRAT",4979,0.00341434022896164
2020,"RAPPAHANNOCK",51157,"REPUBLICAN",4979,0.128339023900382
2020,"RAPPAHANNOCK",51157,"REPUBLICAN",4979,0.432817834906608
2020,"RAPPAHANNOCK",51157,"REPUBLICAN",4979,0.00361518377184174
2020,"RICHMOND",51159,"DEMOCRAT",4102,0.264017552413457
2020,"RICHMOND",51159,"DEMOCRAT",4102,0.104826913700634
2020,"RICHMOND",51159,"DEMOCRAT",4102,0
2020,"RICHMOND",51159,"REPUBLICAN",4102,0.305460750853242
2020,"RICHMOND",51159,"REPUBLICAN",4102,0.315455875182838
2020,"RICHMOND",51159,"REPUBLICAN",4102,0
2020,"ROANOKE",51161,"DEMOCRAT",57226,0.306678782371649
2020,"ROANOKE",51161,"DEMOCRAT",57226,0.07332331457729
2020,"ROANOKE",51161,"DEMOCRAT",57226,0.000961101597176109
2020,"ROANOKE",51161,"REPUBLICAN",57226,0.336892321671967
2020,"ROANOKE",51161,"REPUBLICAN",57226,0.260598329430678
2020,"ROANOKE",51161,"REPUBLICAN",57226,0.00132806766155244
2020,"ROCKBRIDGE",51163,"DEMOCRAT",12377,0.229134685303385
2020,"ROCKBRIDGE",51163,"DEMOCRAT",12377,0.0995394683687485
2020,"ROCKBRIDGE",51163,"DEMOCRAT",12377,0.00145431041447847
2020,"ROCKBRIDGE",51163,"REPUBLICAN",12377,0.176698715359134
2020,"ROCKBRIDGE",51163,"REPUBLICAN",12377,0.475155530419326
2020,"ROCKBRIDGE",51163,"REPUBLICAN",12377,0.00161590046053163
2020,"ROCKINGHAM",51165,"DEMOCRAT",43821,0.194587070126195
2020,"ROCKINGHAM",51165,"DEMOCRAT",43821,0.0928778439560941
2020,"ROCKINGHAM",51165,"DEMOCRAT",43821,0.00107254512676571
2020,"ROCKINGHAM",51165,"REPUBLICAN",43821,0.211473950845485
2020,"ROCKINGHAM",51165,"REPUBLICAN",43821,0.479906893954953
2020,"ROCKINGHAM",51165,"REPUBLICAN",43821,0.00118664567216631
2020,"RUSSELL",51167,"DEMOCRAT",13386,0.102719258927237
2020,"RUSSELL",51167,"DEMOCRAT",13386,0.0740325713431944
2020,"RUSSELL",51167,"DEMOCRAT",13386,0.000522934409084118
2020,"RUSSELL",51167,"REPUBLICAN",13386,0.294262662483191
2020,"RUSSELL",51167,"REPUBLICAN",13386,0.516733901090692
2020,"RUSSELL",51167,"REPUBLICAN",13386,0.00171821305841924
2020,"SCOTT",51169,"DEMOCRAT",10869,0.0899806789953078
2020,"SCOTT",51169,"DEMOCRAT",10869,0.0650473824638881
2020,"SCOTT",51169,"DEMOCRAT",10869,0.000644033489741467
2020,"SCOTT",51169,"REPUBLICAN",10869,0.330113165884626
2020,"SCOTT",51169,"REPUBLICAN",10869,0.502162112429846
2020,"SCOTT",51169,"REPUBLICAN",10869,0.00156408133222928
2020,"SHENANDOAH",51171,"DEMOCRAT",23684,0.199670663739233
2020,"SHENANDOAH",51171,"DEMOCRAT",23684,0.086640770140179
2020,"SHENANDOAH",51171,"DEMOCRAT",23684,0.00232224286438102
2020,"SHENANDOAH",51171,"REPUBLICAN",23684,0.25684006080054
2020,"SHENANDOAH",51171,"REPUBLICAN",23684,0.435526093565276
2020,"SHENANDOAH",51171,"REPUBLICAN",23684,0.00274446883972302
2020,"SMYTH",51173,"DEMOCRAT",14136,0.119835880022637
2020,"SMYTH",51173,"DEMOCRAT",14136,0.0929541595925297
2020,"SMYTH",51173,"DEMOCRAT",14136,0
2020,"SMYTH",51173,"REPUBLICAN",14136,0.206918505942275
2020,"SMYTH",51173,"REPUBLICAN",14136,0.568619128466327
2020,"SMYTH",51173,"REPUBLICAN",14136,0
2020,"SOUTHAMPTON",51175,"DEMOCRAT",9786,0.239219292867362
2020,"SOUTHAMPTON",51175,"DEMOCRAT",9786,0.164214183527488
2020,"SOUTHAMPTON",51175,"DEMOCRAT",9786,0.00214592274678112
2020,"SOUTHAMPTON",51175,"REPUBLICAN",9786,0.214796648273043
2020,"SOUTHAMPTON",51175,"REPUBLICAN",9786,0.369609646433681
2020,"SOUTHAMPTON",51175,"REPUBLICAN",9786,0.00112405477212344
2020,"SPOTSYLVANIA",51177,"DEMOCRAT",75317,0.356214400467358
2020,"SPOTSYLVANIA",51177,"DEMOCRAT",75317,0.0992339046961509
2020,"SPOTSYLVANIA",51177,"DEMOCRAT",75317,5.31088598855504e-05
2020,"SPOTSYLVANIA",51177,"REPUBLICAN",75317,0.278781682754225
2020,"SPOTSYLVANIA",51177,"REPUBLICAN",75317,0.244433527623246
2020,"SPOTSYLVANIA",51177,"REPUBLICAN",75317,5.31088598855504e-05
2020,"STAFFORD",51179,"DEMOCRAT",79629,0.379484861043087
2020,"STAFFORD",51179,"DEMOCRAT",79629,0.12319632294767
2020,"STAFFORD",51179,"DEMOCRAT",79629,0.00272513782667119
2020,"STAFFORD",51179,"REPUBLICAN",79629,0.232440442552336
2020,"STAFFORD",51179,"REPUBLICAN",79629,0.238656770774467
2020,"STAFFORD",51179,"REPUBLICAN",79629,0.00154466337640809
2020,"SURRY",51181,"DEMOCRAT",4471,0.385148736300604
2020,"SURRY",51181,"DEMOCRAT",4471,0.150749273093268
2020,"SURRY",51181,"DEMOCRAT",4471,0.000223663609930664
2020,"SURRY",51181,"REPUBLICAN",4471,0.197942294788638
2020,"SURRY",51181,"REPUBLICAN",4471,0.254529188101096
2020,"SURRY",51181,"REPUBLICAN",4471,0.000447327219861329
2020,"SUSSEX",51183,"DEMOCRAT",5088,0.288915094339623
2020,"SUSSEX",51183,"DEMOCRAT",5088,0.266705974842767
2020,"SUSSEX",51183,"DEMOCRAT",5088,0
2020,"SUSSEX",51183,"REPUBLICAN",5088,0.157429245283019
2020,"SUSSEX",51183,"REPUBLICAN",5088,0.278694968553459
2020,"SUSSEX",51183,"REPUBLICAN",5088,0
2020,"TAZEWELL",51185,"DEMOCRAT",20152,0.110113140134974
2020,"TAZEWELL",51185,"DEMOCRAT",20152,0.0482334259626836
2020,"TAZEWELL",51185,"DEMOCRAT",20152,0.000694720127034538
2020,"TAZEWELL",51185,"REPUBLICAN",20152,0.381202858277094
2020,"TAZEWELL",51185,"REPUBLICAN",20152,0.447250893211592
2020,"TAZEWELL",51185,"REPUBLICAN",20152,0.0017864231838031
2020,"WARREN",51187,"DEMOCRAT",21147,0.234501347708895
2020,"WARREN",51187,"DEMOCRAT",21147,0.0758972903958008
2020,"WARREN",51187,"DEMOCRAT",21147,0.00184423322457086
2020,"WARREN",51187,"REPUBLICAN",21147,0.297725445689696
2020,"WARREN",51187,"REPUBLICAN",21147,0.365867498936019
2020,"WARREN",51187,"REPUBLICAN",21147,0.0017023691303731
2020,"WASHINGTON",51191,"DEMOCRAT",28693,0.178510438085944
2020,"WASHINGTON",51191,"DEMOCRAT",28693,0.0515805248666922
2020,"WASHINGTON",51191,"DEMOCRAT",28693,0.000522775589865124
2020,"WASHINGTON",51191,"REPUBLICAN",28693,0.369253824974733
2020,"WASHINGTON",51191,"REPUBLICAN",28693,0.385146202906632
2020,"WASHINGTON",51191,"REPUBLICAN",28693,0.00115010629770327
2020,"WESTMORELAND",51193,"DEMOCRAT",9948,0.310213108162445
2020,"WESTMORELAND",51193,"DEMOCRAT",9948,0.13821873743466
2020,"WESTMORELAND",51193,"DEMOCRAT",9948,0.00402090872537193
2020,"WESTMORELAND",51193,"REPUBLICAN",9948,0.213610776035384
2020,"WESTMORELAND",51193,"REPUBLICAN",9948,0.317651789304383
2020,"WESTMORELAND",51193,"REPUBLICAN",9948,0.00331724969843185
2020,"WISE",51195,"DEMOCRAT",16615,0.130725248269636
2020,"WISE",51195,"DEMOCRAT",16615,0.055732771591935
2020,"WISE",51195,"DEMOCRAT",16615,0.00072223894071622
2020,"WISE",51195,"REPUBLICAN",16615,0.42034306349684
2020,"WISE",51195,"REPUBLICAN",16615,0.382485705687632
2020,"WISE",51195,"REPUBLICAN",16615,0.0016250376166115
2020,"WYTHE",51197,"DEMOCRAT",15073,0.136999933656206
2020,"WYTHE",51197,"DEMOCRAT",15073,0.0715186094340874
2020,"WYTHE",51197,"DEMOCRAT",15073,0
2020,"WYTHE",51197,"REPUBLICAN",15073,0.264180985868772
2020,"WYTHE",51197,"REPUBLICAN",15073,0.514230743713926
2020,"WYTHE",51197,"REPUBLICAN",15073,0
2020,"YORK",51199,"DEMOCRAT",38791,0.377768038978114
2020,"YORK",51199,"DEMOCRAT",38791,0.0750947384702637
2020,"YORK",51199,"DEMOCRAT",38791,0.00299038436750793
2020,"YORK",51199,"REPUBLICAN",38791,0.332602923358511
2020,"YORK",51199,"REPUBLICAN",38791,0.187827073290196
2020,"YORK",51199,"REPUBLICAN",38791,0.00136629630584414
2020,"ALEXANDRIA CITY",51510,"DEMOCRAT",82521,0.677888052738091
2020,"ALEXANDRIA CITY",51510,"DEMOCRAT",82521,0.120854085626689
2020,"ALEXANDRIA CITY",51510,"DEMOCRAT",82521,0.0039626276947686
2020,"ALEXANDRIA CITY",51510,"REPUBLICAN",82521,0.108469359314599
2020,"ALEXANDRIA CITY",51510,"REPUBLICAN",82521,0.0666012287781292
2020,"ALEXANDRIA CITY",51510,"REPUBLICAN",82521,0.00117545836817295
2020,"BRISTOL CITY",51520,"DEMOCRAT",7814,0.22344509854108
2020,"BRISTOL CITY",51520,"DEMOCRAT",7814,0.0708983875095982
2020,"BRISTOL CITY",51520,"DEMOCRAT",7814,0.00166368057332992
2020,"BRISTOL CITY",51520,"REPUBLICAN",7814,0.370872792423855
2020,"BRISTOL CITY",51520,"REPUBLICAN",7814,0.311364218070131
2020,"BRISTOL CITY",51520,"REPUBLICAN",7814,0.00204760685948298
2020,"BUENA VISTA CITY",51530,"DEMOCRAT",2776,0.229466858789625
2020,"BUENA VISTA CITY",51530,"DEMOCRAT",2776,0.0677233429394813
2020,"BUENA VISTA CITY",51530,"DEMOCRAT",2776,0
2020,"BUENA VISTA CITY",51530,"REPUBLICAN",2776,0.406340057636888
2020,"BUENA VISTA CITY",51530,"REPUBLICAN",2776,0.264769452449568
2020,"BUENA VISTA CITY",51530,"REPUBLICAN",2776,0
2020,"CHARLOTTESVILLE CITY",51540,"DEMOCRAT",24213,0.672737785487135
2020,"CHARLOTTESVILLE CITY",51540,"DEMOCRAT",24213,0.177342749762524
2020,"CHARLOTTESVILLE CITY",51540,"DEMOCRAT",24213,0.00466691446743485
2020,"CHARLOTTESVILLE CITY",51540,"REPUBLICAN",24213,0.0577788791145253
2020,"CHARLOTTESVILLE CITY",51540,"REPUBLICAN",24213,0.0692190145789452
2020,"CHARLOTTESVILLE CITY",51540,"REPUBLICAN",24213,0.000784702432577541
2020,"CHESAPEAKE CITY",51550,"DEMOCRAT",127246,0.422708768841457
2020,"CHESAPEAKE CITY",51550,"DEMOCRAT",127246,0.0964116750231834
2020,"CHESAPEAKE CITY",51550,"DEMOCRAT",127246,0.00252267261839272
2020,"CHESAPEAKE CITY",51550,"REPUBLICAN",127246,0.279002876318313
2020,"CHESAPEAKE CITY",51550,"REPUBLICAN",127246,0.176351319491379
2020,"CHESAPEAKE CITY",51550,"REPUBLICAN",127246,0.00187039278248432
2020,"COLONIAL HEIGHTS CITY",51570,"DEMOCRAT",9160,0.228711790393013
2020,"COLONIAL HEIGHTS CITY",51570,"DEMOCRAT",9160,0.0949781659388646
2020,"COLONIAL HEIGHTS CITY",51570,"DEMOCRAT",9160,0.000764192139737991
2020,"COLONIAL HEIGHTS CITY",51570,"REPUBLICAN",9160,0.390502183406114
